TWZ,20051118,0.396,0.408,0.324,0.324,1452889000
TWZ,20051121,0.33,0.334,0.306,0.314,226801000
TWZ,20051122,0.316,0.322,0.308,0.312,270000
TWZ,20051123,0.314,0.322,0.288,0.292,5530000
TWZ,20051124,0.294,0.306,0.29,0.304,430000
TWZ,20051125,0.304,0.316,0.304,0.308,3195000
TWZ,20051128,0.31,0.316,0.298,0.306,1810000
TWZ,20051129,0.31,0.314,0.294,0.296,308000
TWZ,20051130,0.298,0.306,0.294,0.296,538000
TWZ,20051201,0.298,0.306,0.288,0.292,191184000
TWZ,20051202,0.296,0.296,0.28,0.28,1477000
TWZ,20051206,0.282,0.296,0.282,0.29,531000
TWZ,20051207,0.292,0.296,0.284,0.292,79868000
TWZ,20051208,0.292,0.308,0.29,0.3,1661000
TWZ,20051209,0.302,0.304,0.298,0.298,70530000
TWZ,20051213,0.3,0.306,0.298,0.3,42168000
TWZ,20051214,0.3,0.332,0.3,0.326,708406000
TWZ,20051215,0.328,0.338,0.32,0.334,482000
TWZ,20051216,0.338,0.356,0.338,0.354,460894000
TWZ,20051219,0.36,0.386,0.36,0.37,3697000
TWZ,20051220,0.374,0.394,0.352,0.358,668295000
TWZ,20051221,0.36,0.364,0.354,0.354,1805000
TWZ,20051222,0.354,0.376,0.354,0.364,353784000
TWZ,20051223,0.368,0.374,0.364,0.37,286488000
TWZ,20051226,0.372,0.38,0.37,0.37,1172000
TWZ,20051227,0.372,0.376,0.368,0.37,117520000
TWZ,20051228,0.372,0.39,0.372,0.382,501492000
TWZ,20051229,0.384,0.392,0.382,0.384,358231000
TWZ,20051230,0.39,0.394,0.382,0.386,256065000
TWZ,20060103,0.388,0.4,0.388,0.398,null
TWZ,20060104,0.402,0.406,0.396,0.398,null
TWZ,20060105,0.4,0.4,0.386,0.39,null
TWZ,20060106,0.392,0.408,0.39,0.396,7411000
TWZ,20060109,0.398,0.402,0.392,0.392,null
TWZ,20060110,0.396,0.396,0.386,0.39,null
TWZ,20060111,0.394,0.404,0.392,0.404,814000
TWZ,20060112,0.408,0.42,0.406,0.418,930000
TWZ,20060113,0.422,0.43,0.418,0.428,3886000
TWZ,20060116,0.428,0.446,0.428,0.436,1293000
TWZ,20060117,0.442,0.442,0.418,0.42,null
TWZ,20060118,0.424,0.44,0.42,0.422,8130000
TWZ,20060119,0.428,0.494,0.426,0.462,7485000
TWZ,20060120,0.47,0.47,0.446,0.454,null
TWZ,20060123,0.442,0.456,0.442,0.444,null
TWZ,20060124,0.452,0.48,0.45,0.456,null
TWZ,20060125,0.46,0.466,0.458,0.462,null
TWZ,20060126,0.466,0.468,0.46,0.464,null
TWZ,20060127,0.466,0.484,0.444,0.444,1710000
TWZ,20060130,0.446,0.45,0.426,0.442,null
TWZ,20060131,0.448,0.448,0.438,0.442,915000
TWZ,20060201,0.438,0.448,0.414,0.414,null
TWZ,20060202,0.42,0.428,0.414,0.42,null
TWZ,20060203,0.416,0.43,0.416,0.43,null
TWZ,20060206,0.434,0.45,0.43,0.448,null
TWZ,20060207,0.454,0.47,0.454,0.47,null
TWZ,20060208,0.472,0.48,0.472,0.472,null
TWZ,20060209,0.476,0.482,0.472,0.472,1401000
TWZ,20060210,0.472,0.476,0.468,0.476,null
TWZ,20060214,0.478,0.478,0.466,0.466,5205000
TWZ,20060215,0.466,0.48,0.464,0.474,2329000
TWZ,20060216,0.474,0.49,0.47,0.482,91000
TWZ,20060217,0.484,0.49,0.476,0.476,526000
TWZ,20060220,0.476,0.48,0.472,0.478,null
TWZ,20060221,0.478,0.48,0.476,0.48,532000
TWZ,20060222,0.48,0.482,0.48,0.482,131000
TWZ,20060223,0.48,0.496,0.48,0.484,249000
TWZ,20060224,0.486,0.49,0.484,0.484,459000
TWZ,20060227,0.49,0.49,0.484,0.484,1749000
TWZ,20060228,0.482,0.49,0.482,0.486,null
TWZ,20060301,0.484,0.488,0.484,0.488,40000
TWZ,20060302,0.488,0.49,0.484,0.484,null
